ID,"        ""adj.P.Val""",P.Value,logFC,"        ""Gene.symbol"""
7999447,1.61E-02,1.14E-03,0.13480685,LOC400499
8172333,1.62E-02,1.14E-03,0.29225853,CFP
8072407,1.62E-02,1.14E-03,-0.14588554,TUG1
7905355,1.63E-02,1.15E-03,0.19755065,TNFAIP8L2-SCNM1///SCNM1
7914232,1.63E-02,1.15E-03,-0.07736376,TMEM200B
8117834,1.63E-02,1.15E-03,0.21815855,PPP1R11
8177744,1.63E-02,1.15E-03,0.21815855,PPP1R11
8013906,1.63E-02,1.15E-03,0.22648215,TWF1
8048071,1.64E-02,1.16E-03,0.06779572,CPS1-IT1
8043552,1.64E-02,1.16E-03,0.10892944,KCNIP3
8121757,1.64E-02,1.16E-03,-0.16828155,HSF2
7944554,1.64E-02,1.16E-03,-0.18474797,TMEM136///TMEM136
8036010,1.64E-02,1.16E-03,0.2300266,PEPD
8070563,1.64E-02,1.16E-03,0.21009636,UMODL1-AS1
8063074,1.64E-02,1.16E-03,0.14234734,ZSWIM1
8062844,1.64E-02,1.16E-03,0.19048585,TTPAL
8100464,1.64E-02,1.17E-03,0.11212045,NMU
8165345,1.65E-02,1.17E-03,-0.14133034,ABCA2
8144420,1.65E-02,1.17E-03,-0.31968307,LINC00965///LINC00965
8144494,1.65E-02,1.17E-03,-0.31968307,LINC00965///LINC00965
7974335,1.65E-02,1.17E-03,-0.3134724,
8115806,1.65E-02,1.17E-03,-0.1937987,UBTD2
8142981,1.65E-02,1.17E-03,0.37386228,PODXL
7997332,1.66E-02,1.18E-03,0.24191755,NUDT7
7990652,1.66E-02,1.18E-03,0.16848147,
8105463,1.66E-02,1.18E-03,-0.19416415,GPBP1
8099467,1.66E-02,1.18E-03,0.17817217,FGFBP1
8155440,1.66E-02,1.18E-03,0.05609884,FOXD4L5///FOXD4L6///FOXD4L3///FOXD4L1///FOXD4
8161583,1.66E-02,1.18E-03,0.05609884,FOXD4L5///FOXD4L6///FOXD4L3///FOXD4L1///FOXD4
8019170,1.66E-02,1.18E-03,0.07435555,LINC00482
7950796,1.66E-02,1.18E-03,-0.19842015,CREBZF
8122334,1.66E-02,1.18E-03,0.47570542,ACKR4
7893920,1.66E-02,1.19E-03,0.28412151,
8173979,1.66E-02,1.19E-03,0.06735376,NOX1
8023889,1.66E-02,1.19E-03,0.12508444,MBP
8096959,1.66E-02,1.19E-03,-0.30176255,ANK2
7894608,1.66E-02,1.19E-03,-0.32687595,
8087611,1.67E-02,1.20E-03,0.257251,HYAL1
7979696,1.67E-02,1.20E-03,0.10586364,
8158686,1.67E-02,1.20E-03,-0.1236314,FUBP3
8040985,1.68E-02,1.20E-03,-0.17789089,ZNF512
8135277,1.68E-02,1.21E-03,-0.11928108,KMT2E
8012028,1.68E-02,1.21E-03,0.10045846,ASGR2
8101616,1.69E-02,1.21E-03,-0.07234851,C4orf36
7898357,1.69E-02,1.21E-03,-0.18109479,LOC102724562///MST1L///MST1P2///MST1
7995580,1.69E-02,1.21E-03,0.17073367,
8109999,1.69E-02,1.22E-03,0.16062182,ERGIC1
8083422,1.70E-02,1.22E-03,0.12907041,SUCNR1
8112409,1.70E-02,1.22E-03,0.18482668,SGTB
7981046,1.70E-02,1.22E-03,-0.17620164,IFI27L2
7957966,1.70E-02,1.22E-03,0.04975504,MYBPC1
8180392,1.70E-02,1.22E-03,0.26963681,TIMM8B
7929958,1.70E-02,1.22E-03,-0.18205597,BTRC
7903688,1.71E-02,1.23E-03,0.13423318,CYB561D1
7954469,1.71E-02,1.23E-03,-0.24164333,RASSF8
7957629,1.71E-02,1.23E-03,-0.16897947,
7972723,1.71E-02,1.23E-03,-0.26795621,ARGLU1
8043570,1.71E-02,1.23E-03,0.13361495,
8066038,1.71E-02,1.23E-03,-0.23386455,SLA2
7925589,1.71E-02,1.24E-03,-0.16739382,SMYD3
8031629,1.71E-02,1.24E-03,0.15022611,ZSCAN5B///ZSCAN5A
7896278,1.72E-02,1.24E-03,0.28897878,
8040045,1.72E-02,1.24E-03,-0.14351396,COLEC11
8002904,1.72E-02,1.24E-03,0.17696859,ADAT1
7938416,1.72E-02,1.25E-03,0.07976939,MRVI1-AS1
8085815,1.73E-02,1.25E-03,-0.15440819,TOP2B
7940530,1.73E-02,1.25E-03,-0.26768839,MYRF
7898256,1.73E-02,1.25E-03,0.07855386,TMEM82
8068522,1.74E-02,1.26E-03,-0.19601227,TTC3
8143088,1.74E-02,1.26E-03,-0.12269843,CNOT4
7930714,1.74E-02,1.26E-03,-0.19195978,ATRNL1
8101609,1.74E-02,1.26E-03,-0.11776857,SLC10A6
8124726,1.74E-02,1.26E-03,0.16044559,TRIM26
8070574,1.75E-02,1.27E-03,0.06234396,TFF2
8151764,1.75E-02,1.27E-03,0.12383862,
8030914,1.75E-02,1.27E-03,-0.13199841,ZNF610
8072645,1.75E-02,1.27E-03,0.16876849,HMGXB4
8005097,1.75E-02,1.27E-03,0.22392727,HS3ST3B1
7964300,1.75E-02,1.27E-03,0.14691257,ZBTB39
8179221,1.75E-02,1.27E-03,0.32165652,DPCR1
8148548,1.75E-02,1.28E-03,0.13255132,PSCA
7943036,1.75E-02,1.28E-03,0.09191978,TRIM49C///TRIM49B///TRIM49
8111941,1.76E-02,1.29E-03,0.42048067,HMGCS1
8141425,1.76E-02,1.29E-03,0.15107516,TAF6
8103951,1.76E-02,1.29E-03,0.37907283,ACSL1
8101340,1.76E-02,1.29E-03,-0.12144901,HNRNPDL
7937039,1.76E-02,1.29E-03,-0.19740345,EBF3
7935910,1.77E-02,1.29E-03,-0.18844722,MGEA5
8164252,1.77E-02,1.29E-03,0.31488122,SH2D3C
7975630,1.77E-02,1.30E-03,0.09115891,
8156103,1.77E-02,1.30E-03,0.06061763,SPATA31D1
8136863,1.77E-02,1.30E-03,0.26213653,TMEM139
7934326,1.77E-02,1.30E-03,0.16201624,MRPS16
8171837,1.78E-02,1.30E-03,-0.16413161,KLHL15
7894864,1.78E-02,1.30E-03,0.24514333,
8022612,1.78E-02,1.31E-03,-0.50906554,ZNF521
7894353,1.78E-02,1.31E-03,0.22904016,
7956251,1.78E-02,1.31E-03,0.07256278,IL23A
8028233,1.79E-02,1.31E-03,-0.14520614,HKR1///HKR1
8087739,1.79E-02,1.32E-03,-0.28661506,CISH
8059361,1.80E-02,1.32E-03,-0.15214845,WDFY1///FAF2
8152597,1.80E-02,1.32E-03,0.10803173,MRPL13
7948044,1.81E-02,1.33E-03,0.0607362,OR4C13///OR4C46
7973867,1.82E-02,1.34E-03,0.60187076,
7981377,1.83E-02,1.34E-03,-0.07607317,ANKRD9
7938269,1.83E-02,1.35E-03,-0.10374938,TUB
7980316,1.83E-02,1.35E-03,-0.6464397,TGFB3
8158866,1.84E-02,1.35E-03,-0.13278843,POMT1
8017096,1.84E-02,1.35E-03,-0.69229132,
7892907,1.84E-02,1.36E-03,-0.20681508,
8108620,1.84E-02,1.36E-03,0.16571088,ZMAT2
7896050,1.84E-02,1.36E-03,0.15936316,
7996947,1.84E-02,1.36E-03,0.11875169,CYB5B
8007865,1.84E-02,1.36E-03,-0.22706841,
8007883,1.84E-02,1.36E-03,-0.22706841,
7906703,1.84E-02,1.36E-03,0.14278346,NDUFS2
7895334,1.85E-02,1.37E-03,0.26279596,
8149216,1.85E-02,1.37E-03,-0.31478234,LINC00965///LINC00965
7984932,1.85E-02,1.37E-03,-0.10850864,SCAMP5
8059470,1.85E-02,1.37E-03,-0.19306937,IRS1
8071206,1.85E-02,1.37E-03,0.13740079,MRPL40
8153937,1.85E-02,1.37E-03,0.07956704,SCRT1
8019765,1.85E-02,1.37E-03,0.23212488,ARHGDIA
8029884,1.85E-02,1.37E-03,0.14917571,SAE1
7950990,1.85E-02,1.37E-03,0.26090563,SLC36A4
8121489,1.85E-02,1.37E-03,0.22282809,AMD1
8047692,1.86E-02,1.38E-03,-0.3468195,CTLA4
8052956,1.86E-02,1.38E-03,-0.22634866,EXOC6B
7955908,1.86E-02,1.38E-03,0.35378409,NCKAP1L
7892769,1.86E-02,1.38E-03,0.2460357,
8011011,1.86E-02,1.38E-03,0.13689153,YWHAE
7929145,1.86E-02,1.38E-03,-0.13205758,HECTD2
7966268,1.87E-02,1.39E-03,0.17354264,GIT2
8099807,1.87E-02,1.39E-03,0.06226671,GAFA3
8132151,1.87E-02,1.39E-03,0.09901331,ADCYAP1R1
8048234,1.87E-02,1.40E-03,0.12457007,ARPC2
8128934,1.87E-02,1.40E-03,-0.18650562,
7940191,1.88E-02,1.40E-03,0.17640876,STX3
8163839,1.88E-02,1.40E-03,-0.48686171,C5
8128698,1.88E-02,1.40E-03,-0.36737447,SESN1
7993195,1.88E-02,1.40E-03,-0.2691745,CIITA
8114213,1.89E-02,1.41E-03,0.19432672,
8020955,1.89E-02,1.41E-03,0.13657003,MOCOS
8121130,1.89E-02,1.41E-03,0.24190945,
7903032,1.89E-02,1.41E-03,-0.18955542,MTF2
7895943,1.89E-02,1.41E-03,-0.23570253,
8084589,1.89E-02,1.42E-03,-0.29334387,MAP3K13
8049123,1.90E-02,1.42E-03,0.13078841,ALPP
8002041,1.90E-02,1.42E-03,0.2924619,ATP6V0D1
8101411,1.90E-02,1.42E-03,0.10664838,LIN54
7938111,1.90E-02,1.42E-03,0.15613012,TIMM10B
8012931,1.90E-02,1.43E-03,0.11969138,CDRT1///FBXW10
7896350,1.90E-02,1.43E-03,0.24512565,
7895547,1.91E-02,1.43E-03,0.17767738,
8167835,1.92E-02,1.44E-03,-0.13304851,TRO
8036808,1.92E-02,1.44E-03,0.14413647,PRR13
8060330,1.92E-02,1.44E-03,0.07932314,ZCCHC3
7974164,1.92E-02,1.44E-03,0.16853269,
8126296,1.92E-02,1.44E-03,0.08800476,TREML3P
8037505,1.93E-02,1.45E-03,-0.17915339,TRAPPC6A
7928630,1.93E-02,1.45E-03,0.28017579,EIF5AL1///EIF5A
7917472,1.93E-02,1.45E-03,-0.17163341,GTF2B
8140358,1.93E-02,1.45E-03,0.07521112,CCL26
8100547,1.93E-02,1.45E-03,-0.46635744,
8038861,1.94E-02,1.46E-03,-0.24842343,SIGLEC6
8173506,1.94E-02,1.47E-03,0.05014298,ERCC6L
7934271,1.95E-02,1.47E-03,0.14610136,PLA2G12B
8062852,1.95E-02,1.47E-03,-0.20285931,PKIG
7894267,1.95E-02,1.47E-03,-0.39452241,
8081590,1.96E-02,1.48E-03,-0.35280474,PHLDB2
7973564,1.96E-02,1.48E-03,-0.19875187,PSME1
7946380,1.96E-02,1.48E-03,0.18907937,TRIM66
8045697,1.96E-02,1.48E-03,-0.13599257,RIF1
7899448,1.96E-02,1.48E-03,0.07468019,MED18
7911341,1.96E-02,1.49E-03,0.37017699,
7923929,1.96E-02,1.49E-03,0.39917623,PIGR
7899151,1.97E-02,1.49E-03,0.09631675,
7892799,1.97E-02,1.49E-03,0.19338423,
8133625,1.97E-02,1.49E-03,-0.09850923,TRIM74///TRIM73///TRIM50
7917576,1.97E-02,1.49E-03,-0.63553683,GBP5
8096845,1.98E-02,1.50E-03,0.18915993,EGF
8010248,1.98E-02,1.50E-03,0.25423491,AFMID
8027760,1.98E-02,1.51E-03,-0.33365751,FXYD1
7922637,1.98E-02,1.51E-03,0.21105417,TOR1AIP2
8133961,1.99E-02,1.51E-03,-0.18530568,RUNDC3B
7946321,1.99E-02,1.51E-03,-0.40586276,OR5P1P
7893909,1.99E-02,1.51E-03,0.12285258,
8091511,1.99E-02,1.51E-03,-0.42588263,P2RY14
7960529,1.99E-02,1.51E-03,0.31902863,SCNN1A
7918857,1.99E-02,1.51E-03,-0.31464899,TSPAN2
8134257,2.00E-02,1.52E-03,-0.47015556,GNG11
8002209,2.00E-02,1.52E-03,-0.11122007,
8109620,2.00E-02,1.52E-03,0.16418042,TTC1
8081214,2.00E-02,1.52E-03,0.12909356,GPR15
7941179,2.00E-02,1.53E-03,0.21754662,CAPN1
8152617,2.01E-02,1.53E-03,-1.02418886,HAS2
8075635,2.01E-02,1.53E-03,0.53825795,TIMP3
8164940,2.01E-02,1.53E-03,0.10854667,SARDH
7955810,2.01E-02,1.54E-03,0.13897282,PRR13
8119609,2.02E-02,1.54E-03,0.18831121,CNPY3
8051670,2.02E-02,1.54E-03,-0.17652088,SOS1
7973314,2.02E-02,1.55E-03,0.15402109,OXA1L
7981958,2.02E-02,1.55E-03,-0.36437663,SNORD116-9///SNORD116-7///SNORD116-5///SNORD116-3
7981962,2.02E-02,1.55E-03,-0.36437663,SNORD116-9///SNORD116-7///SNORD116-5///SNORD116-3
8121095,2.03E-02,1.55E-03,-0.22147055,ANKRD6
7976000,2.03E-02,1.55E-03,0.12729034,ADCK1
8063177,2.03E-02,1.56E-03,0.20288513,SLC2A10
8175052,2.03E-02,1.56E-03,0.20675288,AIFM1
8178884,2.03E-02,1.56E-03,-0.30699034,HLA-DMA
8180086,2.03E-02,1.56E-03,-0.30699034,HLA-DMA
8095221,2.03E-02,1.56E-03,0.3356015,PAICS
8058390,2.04E-02,1.56E-03,0.21389815,RAPH1
8121332,2.04E-02,1.57E-03,0.21865631,
8067877,2.04E-02,1.57E-03,0.09125697,ABCC13///ABCC13
7978653,2.04E-02,1.57E-03,-0.1649284,RALGAPA1
7970162,2.04E-02,1.57E-03,-0.29762591,ATP11A
8149521,2.05E-02,1.58E-03,0.3688781,FGL1
7956443,2.06E-02,1.58E-03,0.32841267,MARS
7976571,2.07E-02,1.59E-03,0.22168808,GSKIP
7940561,2.07E-02,1.59E-03,0.19605958,FEN1
8066231,2.07E-02,1.60E-03,-0.07840656,KIAA1755
8048024,2.07E-02,1.60E-03,-0.38748222,
7945803,2.08E-02,1.60E-03,0.19589542,CARS
8008834,2.08E-02,1.60E-03,0.14830484,CLTC
8134024,2.08E-02,1.60E-03,0.07872151,
8017704,2.08E-02,1.61E-03,-0.32975197,AMZ2P1
8030525,2.08E-02,1.61E-03,-0.17058282,PTOV1
7997498,2.08E-02,1.61E-03,0.05339511,
7893407,2.08E-02,1.61E-03,-0.20600392,
8084679,2.08E-02,1.61E-03,0.05284241,KNG1
8080320,2.08E-02,1.61E-03,-0.20725665,NISCH
7974816,2.08E-02,1.61E-03,0.29057243,SLC38A6
8059376,2.09E-02,1.61E-03,-0.63416286,SERPINE2
8154217,2.09E-02,1.61E-03,-0.14200878,
8043835,2.09E-02,1.62E-03,0.08570109,C2orf15
8032418,2.09E-02,1.62E-03,0.21459261,AP3D1
7963289,2.09E-02,1.62E-03,0.33333339,BIN2
8106827,2.09E-02,1.62E-03,-0.35713036,ADGRV1
7896445,2.09E-02,1.62E-03,-0.36286344,
8139721,2.09E-02,1.62E-03,0.05132274,
8067409,2.09E-02,1.62E-03,0.19636091,LAMA5
8044462,2.09E-02,1.63E-03,0.21565257,TTL
8069933,2.09E-02,1.63E-03,0.16065977,MIS18A
8009568,2.10E-02,1.63E-03,-0.1983476,TTYH2
8065630,2.10E-02,1.63E-03,-0.09463579,C20orf203
8014551,2.10E-02,1.63E-03,-0.16393149,SYNRG
8042574,2.10E-02,1.63E-03,0.13841109,OR7E37P///MGC72080///OR7E5P///DAPL1///OR7E47P///OR7E12P///OR7E14P
8012856,2.10E-02,1.63E-03,0.18390205,ELAC2
7989596,2.10E-02,1.64E-03,-0.439628,DAPK2
8109750,2.10E-02,1.64E-03,0.22892877,RPLP0
7956759,2.11E-02,1.64E-03,-0.29432644,SRGAP1
8031744,2.11E-02,1.64E-03,-0.18027226,ZNF17
7967318,2.11E-02,1.65E-03,-0.42903908,HCAR2
7892896,2.11E-02,1.65E-03,0.30190685,
7916372,2.11E-02,1.65E-03,-0.11768078,TMEM59
8027260,2.11E-02,1.65E-03,-0.2760786,ZNF486
8041570,2.12E-02,1.66E-03,-0.25813462,TMEM178A
7976515,2.13E-02,1.67E-03,-0.11585192,GLRX5
7954245,2.13E-02,1.67E-03,-0.27042482,PLEKHA5
8157727,2.13E-02,1.67E-03,-0.22150915,GPR21
7978343,2.13E-02,1.67E-03,-0.12192521,CMA1
8115068,2.13E-02,1.67E-03,0.09449776,TIGD6
8134180,2.13E-02,1.67E-03,-0.10590702,ANKIB1
8033487,2.13E-02,1.67E-03,-0.08515429,FBN3
7936439,2.13E-02,1.67E-03,-0.26305294,AFAP1L2
7954653,2.13E-02,1.67E-03,-0.37736797,TSPAN11
7892749,2.14E-02,1.68E-03,0.38747811,
8031884,2.14E-02,1.68E-03,-0.15319052,ZNF544
7959025,2.14E-02,1.68E-03,0.07257904,RNFT2
7942717,2.14E-02,1.68E-03,0.07749239,MYO7A
7974689,2.14E-02,1.68E-03,-0.22468402,DACT1
7928653,2.15E-02,1.69E-03,0.06585644,NUTM2B///NUTM2D///NUTM2A///NUTM2G///NUTM2F
8066411,2.15E-02,1.69E-03,0.05144491,LINC01620
7946559,2.15E-02,1.69E-03,0.22905572,DNAJC25-GNG10///GNG10
7977820,2.15E-02,1.69E-03,0.23844138,PRMT5
7903414,2.15E-02,1.69E-03,0.36208577,AMY2B///AMY2A///AMY1C///AMY1B///AMY1A
8153167,2.16E-02,1.70E-03,0.05129302,KCNK9
7946757,2.16E-02,1.70E-03,-0.1247483,SOX6
8076463,2.16E-02,1.70E-03,-0.1340538,RRP7BP
7966315,2.16E-02,1.70E-03,0.16994358,ARPC3
7927548,2.16E-02,1.70E-03,0.10199886,TIMM23
8051799,2.16E-02,1.70E-03,-0.15509448,HAAO
8039413,2.16E-02,1.71E-03,0.2192056,PPP6R1
8175256,2.16E-02,1.71E-03,0.09436648,MIR503HG
8060339,2.17E-02,1.71E-03,0.18970332,NRSN2
8067178,2.17E-02,1.71E-03,0.06398998,GCNT7
8105104,2.17E-02,1.71E-03,0.16571808,C5orf51
8054798,2.17E-02,1.72E-03,0.09129691,
7922756,2.18E-02,1.72E-03,-0.06216599,NMNAT2
8063313,2.18E-02,1.72E-03,0.13599478,
8124088,2.18E-02,1.72E-03,-0.23992529,KIF13A
7970524,2.18E-02,1.72E-03,0.13668803,ZDHHC20
8050846,2.18E-02,1.72E-03,-0.16817291,DTNB
8162264,2.18E-02,1.73E-03,-0.18465419,AUH
8143725,2.19E-02,1.73E-03,0.10207708,ZNF746
8041420,2.19E-02,1.73E-03,-0.10868851,
7925089,2.19E-02,1.74E-03,-0.17864288,PCNX2
8013965,2.19E-02,1.74E-03,0.25430751,SSH2
8142628,2.19E-02,1.74E-03,0.06880667,SLC13A1
7962151,2.19E-02,1.74E-03,-0.17724455,DENND5B
8016259,2.20E-02,1.75E-03,-0.28639554,LRRC37A2///LRRC37A3///LRRC37A
8172028,2.20E-02,1.75E-03,-0.18237767,
8135273,2.20E-02,1.75E-03,-0.23740301,
8026541,2.20E-02,1.75E-03,0.14476643,FAM32A
8055639,2.20E-02,1.75E-03,0.33347128,ZEB2
8062034,2.20E-02,1.75E-03,-0.22803681,TP53INP2
8002758,2.20E-02,1.75E-03,-0.25467825,
8139640,2.20E-02,1.75E-03,-0.10034111,DDC
7994756,2.21E-02,1.76E-03,0.18343384,PPP4C
8111339,2.21E-02,1.76E-03,-0.13686724,MTMR12
8174977,2.21E-02,1.76E-03,0.10208064,
8145291,2.21E-02,1.76E-03,0.3146181,SLC25A37
7961889,2.21E-02,1.76E-03,0.06293419,
8115022,2.21E-02,1.77E-03,-0.15626104,CSNK1A1
7935027,2.21E-02,1.77E-03,0.20735872,IDE
7987163,2.22E-02,1.77E-03,0.54612555,FMN1
8162006,2.22E-02,1.77E-03,-0.20222021,GKAP1
8166919,2.22E-02,1.77E-03,0.07982134,GPR82
7896005,2.22E-02,1.78E-03,-0.23823814,
7966425,2.23E-02,1.78E-03,-0.27028403,
8086077,2.23E-02,1.79E-03,-0.15331083,CLASP2
8073039,2.23E-02,1.79E-03,-0.17846319,GTPBP1
7894544,2.24E-02,1.79E-03,0.24547472,
7923889,2.24E-02,1.80E-03,-0.14353233,EIF2D
8160637,2.25E-02,1.80E-03,-0.2537077,B4GALT1
8102415,2.25E-02,1.80E-03,-0.18283576,CAMK2D
8125537,2.25E-02,1.80E-03,-0.30146841,HLA-DMA
8009796,2.25E-02,1.80E-03,0.17912268,TMEM94
8097064,2.25E-02,1.80E-03,0.2756836,LOC100134822///LINC00266-1///PCMTD2
8012304,2.25E-02,1.80E-03,0.21340025,TRAPPC1
8145776,2.25E-02,1.80E-03,0.06633292,
8167897,2.25E-02,1.81E-03,-0.16899285,RRAGB
8139763,2.25E-02,1.81E-03,-0.09118692,NUPR2
8127854,2.25E-02,1.81E-03,0.37660101,ME1
7935819,2.25E-02,1.81E-03,-0.14133992,MRPL43
8008887,2.26E-02,1.82E-03,-0.14162194,RPS6KB1
7895176,2.26E-02,1.82E-03,-0.27795356,
7950701,2.26E-02,1.82E-03,-0.07419618,TENM4
7933080,2.26E-02,1.82E-03,0.15916151,
8115147,2.26E-02,1.83E-03,-0.27123325,CD74///ROS1
8096538,2.26E-02,1.83E-03,0.19599711,RAP1GDS1
8071907,2.26E-02,1.83E-03,0.08227076,UPB1
8148692,2.27E-02,1.83E-03,0.08268267,LOC105375800
7972021,2.27E-02,1.83E-03,-0.32762905,TBC1D4
8041061,2.27E-02,1.83E-03,0.10395171,PLB1
8049097,2.27E-02,1.84E-03,-0.09436493,DIS3L2
8128669,2.27E-02,1.84E-03,0.18968226,OSTM1
7968361,2.27E-02,1.84E-03,0.08342306,TEX26
8081537,2.27E-02,1.84E-03,-0.4961264,TRAT1
8123520,2.27E-02,1.84E-03,0.21486373,LINC01000///LINC00266-1///PCMTD2
7951385,2.28E-02,1.84E-03,0.25280966,CASP5
7943051,2.28E-02,1.85E-03,-0.13029671,NAALAD2
8180403,2.28E-02,1.85E-03,-0.23006318,TCAF1
8169154,2.28E-02,1.85E-03,0.09065716,
7962893,2.28E-02,1.85E-03,0.19048605,
8095139,2.28E-02,1.85E-03,0.26548924,SRD5A3
8126710,2.28E-02,1.85E-03,-0.18253902,SUPT3H
8140534,2.28E-02,1.85E-03,-0.35127105,SEMA3C
7967210,2.28E-02,1.85E-03,-0.23614771,LINC01089
7907549,2.29E-02,1.86E-03,-0.08784754,TNN
8133590,2.29E-02,1.86E-03,0.10835229,SPDYE16///SPDYE2B///SPDYE6///SPDYE8P///SPDYE2///SPDYE3///SPDYE7P///SPDYE1
7934729,2.29E-02,1.86E-03,0.1624201,C1D
8154388,2.29E-02,1.86E-03,0.13969435,
8079079,2.29E-02,1.86E-03,-0.22004572,NKTR
8048995,2.30E-02,1.87E-03,-0.36144597,ITM2C
7926170,2.31E-02,1.88E-03,0.20634224,DHTKD1
7975416,2.31E-02,1.88E-03,-0.15002348,PCNX1
8160981,2.32E-02,1.89E-03,0.1715611,FAM214B
7917885,2.32E-02,1.89E-03,-0.19069848,CNN3
8171758,2.33E-02,1.90E-03,-0.23283872,SCARNA9L
8019250,2.33E-02,1.90E-03,0.25522476,P4HB
8083941,2.33E-02,1.90E-03,0.26486126,ECT2
8059770,2.33E-02,1.90E-03,0.14866356,TIGD1
7946977,2.33E-02,1.90E-03,0.14951396,SAA2-SAA4///SAA4
7893072,2.33E-02,1.90E-03,0.27147644,
7902594,2.34E-02,1.91E-03,-0.23889634,PRKACB
8147344,2.34E-02,1.91E-03,-0.17011827,PDP1
7922389,2.34E-02,1.91E-03,0.06871962,
8175076,2.34E-02,1.91E-03,-0.19046941,ZNF280C
7893235,2.34E-02,1.91E-03,-0.29281956,
7950669,2.34E-02,1.91E-03,0.16465414,KCTD21
8151376,2.34E-02,1.92E-03,-0.13360921,RPL7
7928661,2.35E-02,1.92E-03,-0.16803822,BMS1P21
8157446,2.35E-02,1.93E-03,0.5984503,ORM1
7892741,2.35E-02,1.93E-03,-0.24234379,
7919729,2.35E-02,1.93E-03,-0.18844759,APH1A
8121257,2.35E-02,1.93E-03,-0.4851208,PRDM1
7994620,2.35E-02,1.93E-03,-0.16384855,KIF22
8121734,2.36E-02,1.94E-03,0.23587072,ASF1A
8065485,2.36E-02,1.94E-03,-0.15648339,NINL
8052908,2.36E-02,1.94E-03,-0.19803065,CLEC4F
8103695,2.36E-02,1.94E-03,-0.1781543,MFAP3L
8106418,2.36E-02,1.94E-03,-0.16120959,CRHBP
7897119,2.36E-02,1.94E-03,0.14883317,FAM213B
7930996,2.36E-02,1.94E-03,0.13298738,WDR11
8054766,2.36E-02,1.94E-03,0.09933707,ACR
8156935,2.36E-02,1.95E-03,-0.30393908,ZNF189
7892838,2.36E-02,1.95E-03,-0.19357448,
8121632,2.37E-02,1.95E-03,-0.23662501,KPNA5
7894244,2.37E-02,1.96E-03,0.41102956,
7973105,2.37E-02,1.96E-03,0.31300088,RNASE3
8021727,2.37E-02,1.96E-03,0.22613425,CNDP2
7904997,2.38E-02,1.96E-03,0.08799036,PPIAL4C///PPIAL4A///PPIAL4G///PPIA
7905016,2.38E-02,1.96E-03,0.08799036,PPIAL4C///PPIAL4A///PPIAL4G///PPIA
7952426,2.38E-02,1.96E-03,-0.27403994,VSIG2
8103520,2.38E-02,1.96E-03,0.15529929,TRIM61
8078542,2.38E-02,1.96E-03,-0.13288772,
7914878,2.38E-02,1.96E-03,0.16929571,CLSPN///CLSPN
8156923,2.38E-02,1.97E-03,-0.38678907,PLPPR1
7990400,2.39E-02,1.97E-03,0.14555325,ULK3
8084128,2.39E-02,1.98E-03,-0.20757017,TTC14
7994769,2.39E-02,1.98E-03,0.37394003,CORO1A
8008664,2.40E-02,1.98E-03,0.24517229,AKAP1
7919386,2.40E-02,1.99E-03,0.13605093,
8098214,2.40E-02,1.99E-03,-0.6570201,TLL1
8007212,2.40E-02,1.99E-03,0.21506191,STAT5A
7961755,2.40E-02,1.99E-03,-0.10133052,ST8SIA1
7896171,2.40E-02,1.99E-03,-0.43465698,
8102848,2.41E-02,2.00E-03,-0.13867938,SETD7
8121134,2.41E-02,2.00E-03,0.07113575,
8010583,2.41E-02,2.00E-03,0.0500817,AATK-AS1
8171725,2.41E-02,2.00E-03,0.05344411,MAP7D2
8126288,2.41E-02,2.00E-03,0.09388286,TREML2
8075838,2.41E-02,2.00E-03,0.07332574,PVALB
8022106,2.41E-02,2.00E-03,0.06653116,LINC00526
8103485,2.41E-02,2.00E-03,-0.15151569,NAF1
7898609,2.41E-02,2.01E-03,-0.32003936,PLA2G5
8042576,2.42E-02,2.02E-03,0.25892889,NAGK
8040103,2.42E-02,2.02E-03,-0.19461055,ID2
8024582,2.42E-02,2.02E-03,0.10218166,S1PR4
7978366,2.43E-02,2.03E-03,-0.35502292,GZMB
7995379,2.43E-02,2.03E-03,0.08673557,
7895062,2.43E-02,2.03E-03,0.2552746,
7938366,2.43E-02,2.03E-03,-0.69405769,WEE1
8128247,2.43E-02,2.03E-03,-0.1814127,BACH2
8078933,2.44E-02,2.03E-03,-0.25759846,MYRIP
7984989,2.44E-02,2.03E-03,0.13888012,COMMD4///COMMD4
8039692,2.44E-02,2.03E-03,-0.26836196,ZNF814
8133690,2.44E-02,2.04E-03,0.23799627,MDH2
8151991,2.44E-02,2.04E-03,0.06715695,
7906728,2.44E-02,2.04E-03,0.12044921,TOMM40L
8063351,2.45E-02,2.05E-03,0.18576549,SLC9A8
7909390,2.45E-02,2.05E-03,0.12414157,CR1L
8072382,2.45E-02,2.05E-03,-0.07040158,OSBP2
8101723,2.45E-02,2.05E-03,-0.214636,NAP1L5
7968732,2.45E-02,2.05E-03,0.12473519,
8144488,2.45E-02,2.06E-03,-0.34546626,LINC00965///LINC00965
8133571,2.46E-02,2.06E-03,0.10694685,SPDYE16///SPDYE2B///SPDYE6///SPDYE8P///SPDYE2///SPDYE3///SPDYE7P///SPDYE1
8094550,2.46E-02,2.06E-03,-0.22937355,C4orf19
7933092,2.46E-02,2.07E-03,-0.21429653,ZNF248
8105067,2.47E-02,2.07E-03,-0.29065466,PTGER4
